Year,Geography,American Indian/Alaska Native,Asian,Black/African American,Hispanic/Latino,Multiracial,Native Hawaiian/Other Pacific Islander,Unknown,White,Female,Male,Non-U.S.–born,U.S.-born,0-4,15-24,25-34,35-44,45-54,5-14,55-64,65+
2016,New Jersey,0,121,49,99,1,0,0,24,125,169,234,60,6.0,30.0,46.0,45.0,41.0,5.0,47.0,74.0
2016,New Mexico,5,5,1,24,0,0,0,3,12,26,24,14,1.0,5.0,3.0,6.0,9.0,1.0,4.0,9.0
2016,New York,1,327,148,172,12,0,14,84,298,460,627,131,14.0,91.0,137.0,115.0,107.0,7.0,125.0,162.0
2016,North Carolina,6,39,80,58,4,2,0,30,84,135,109,110,9.0,15.0,33.0,37.0,42.0,4.0,26.0,53.0
2016,North Dakota,2,8,7,0,0,0,1,4,9,13,16,6,0.0,7.0,3.0,4.0,6.0,1.0,1.0,0.0
2016,Ohio,1,45,47,8,0,0,0,41,53,89,81,61,0.0,12.0,24.0,28.0,20.0,5.0,18.0,35.0
2016,Oklahoma,12,18,11,19,1,1,1,15,32,46,38,40,1.0,12.0,16.0,8.0,9.0,5.0,12.0,15.0
2016,Oregon,2,24,7,18,1,5,0,12,23,46,50,19,3.0,9.0,10.0,13.0,8.0,1.0,11.0,14.0
2016,Pennsylvania,0,73,46,21,1,0,0,28,74,95,115,54,7.0,15.0,29.0,21.0,26.0,2.0,21.0,48.0
2016,Rhode Island,0,4,3,3,0,0,0,2,8,4,8,4,0.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0
2016,South Carolina,0,16,56,11,1,1,0,17,34,68,23,79,5.0,6.0,13.0,12.0,20.0,10.0,18.0,18.0
2016,South Dakota,4,2,5,0,0,0,0,1,4,8,7,5,0.0,0.0,5.0,1.0,2.0,0.0,3.0,1.0
2016,Tennessee,0,19,45,12,0,0,0,27,34,69,40,63,4.0,6.0,20.0,15.0,15.0,1.0,18.0,24.0
2016,Texas,0,233,235,662,3,0,0,104,427,810,724,513,45.0,157.0,202.0,189.0,216.0,25.0,190.0,213.0
2016,Utah,2,4,1,8,0,3,0,2,7,13,15,5,1.0,2.0,2.0,2.0,2.0,1.0,1.0,9.0
2016,Vermont,0,4,1,0,0,0,0,1,4,2,5,1,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0
2016,Virginia,0,91,49,39,2,0,0,22,101,102,165,38,1.0,15.0,43.0,33.0,31.0,7.0,35.0,38.0
2016,Washington,5,102,32,29,0,8,1,27,86,118,163,41,6.0,25.0,41.0,25.0,33.0,0.0,32.0,42.0
2016,West Virginia,0,2,4,0,0,0,0,8,5,9,5,9,0.0,0.0,2.0,1.0,1.0,0.0,2.0,8.0
2016,Wisconsin,0,13,8,8,1,0,0,10,14,26,20,20,1.0,5.0,9.0,5.0,6.0,1.0,9.0,4.0
2016,Wyoming,0,0,0,1,0,0,0,0,0,1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2017,Alabama,0,7,58,19,1,0,0,35,48,72,24,96,10.0,11.0,18.0,15.0,19.0,2.0,22.0,23.0
2017,Alaska,32,15,1,2,0,0,0,3,23,30,15,38,3.0,9.0,4.0,4.0,9.0,4.0,7.0,13.0
2017,Arizona,16,34,19,103,1,1,0,14,66,122,133,55,8.0,28.0,39.0,18.0,27.0,7.0,24.0,37.0
2017,Arkansas,0,11,17,9,0,25,0,23,35,50,31,54,6.0,4.0,14.0,5.0,10.0,11.0,21.0,14.0
2017,California,1,"1,103",105,728,2,12,0,106,781,"1,276","1,685",367,39.0,162.0,288.0,204.0,255.0,39.0,399.0,671.0
2017,Colorado,1,23,20,25,2,2,0,11,38,46,64,20,3.0,5.0,18.0,16.0,7.0,1.0,8.0,26.0
2017,Connecticut,0,16,12,21,0,0,0,14,26,37,51,12,3.0,6.0,12.0,9.0,6.0,0.0,7.0,20.0
2017,Delaware,0,2,7,2,0,0,0,4,8,7,6,9,0.0,1.0,3.0,3.0,1.0,0.0,1.0,6.0
2017,District of Columbia,0,2,26,7,0,0,0,1,17,19,24,12,1.0,4.0,6.0,5.0,9.0,0.0,3.0,8.0
2017,Florida,1,86,200,150,3,0,0,109,207,342,324,225,7.0,51.0,103.0,83.0,86.0,5.0,100.0,114.0
2017,Georgia,0,72,152,41,0,0,1,27,93,200,152,141,13.0,26.0,58.0,45.0,39.0,9.0,53.0,50.0
2017,Hawaii,0,83,0,1,1,28,0,3,51,65,101,15,2.0,14.0,16.0,15.0,16.0,2.0,15.0,36.0
2017,Idaho,0,1,4,5,0,0,0,0,3,7,8,2,0.0,3.0,3.0,0.0,0.0,2.0,1.0,1.0
2017,Illinois,0,144,71,83,0,0,0,36,134,200,238,96,6.0,36.0,50.0,46.0,43.0,7.0,50.0,96.0
2017,Indiana,0,43,11,22,0,1,0,23,37,63,73,27,5.0,12.0,20.0,16.0,11.0,1.0,10.0,25.0
2017,Iowa,0,22,11,5,0,0,0,9,18,29,39,8,0.0,4.0,8.0,12.0,9.0,2.0,2.0,10.0
2017,Kansas,0,13,5,6,0,0,0,4,15,13,20,8,0.0,3.0,4.0,6.0,5.0,0.0,2.0,8.0
2017,Kentucky,0,14,13,8,1,1,0,28,27,38,32,33,1.0,6.0,14.0,7.0,3.0,4.0,11.0,19.0
2017,Louisiana,0,29,47,22,2,0,0,41,49,92,50,91,7.0,9.0,20.0,17.0,24.0,5.0,29.0,30.0
2017,Maine,0,1,7,2,1,0,0,3,7,7,12,2,0.0,1.0,3.0,5.0,1.0,1.0,0.0,3.0
2017,Maryland,0,61,79,49,5,0,0,13,76,131,163,44,6.0,25.0,42.0,39.0,32.0,2.0,23.0,38.0
2017,Massachusetts,1,94,60,31,1,0,3,19,111,98,182,27,4.0,19.0,46.0,31.0,28.0,7.0,29.0,45.0
2017,Michigan,2,46,31,14,0,0,0,40,52,81,84,49,3.0,13.0,16.0,14.0,15.0,5.0,22.0,45.0
2017,Minnesota,6,51,95,19,0,0,0,7,86,91,149,29,12.0,25.0,31.0,18.0,18.0,11.0,23.0,40.0
2017,Mississippi,1,3,34,4,0,0,0,9,23,28,9,42,1.0,4.0,4.0,6.0,12.0,1.0,11.0,12.0
2017,Missouri,1,20,26,11,0,1,0,28,38,47,47,39,2.0,8.0,16.0,10.0,13.0,0.0,17.0,19.0
2017,Montana,0,0,0,0,0,0,0,3,1,2,0,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
2017,Nebraska,0,12,2,4,1,0,0,3,8,14,19,3,0.0,2.0,9.0,3.0,3.0,1.0,2.0,2.0
2017,Nevada,0,39,9,24,0,1,0,7,37,43,64,16,0.0,6.0,12.0,16.0,13.0,1.0,10.0,22.0
2017,New Hampshire,0,11,3,1,0,0,0,4,8,11,13,6,0.0,2.0,6.0,3.0,2.0,0.0,0.0,6.0
2017,New Jersey,0,145,42,71,0,1,0,24,119,164,232,51,10.0,26.0,48.0,44.0,41.0,8.0,48.0,58.0
2017,New Mexico,3,4,3,26,0,0,0,1,13,24,30,7,0.0,4.0,2.0,7.0,3.0,0.0,7.0,14.0
2017,New York,0,345,148,209,11,0,15,73,297,504,687,114,14.0,75.0,157.0,99.0,113.0,9.0,134.0,200.0
2017,North Carolina,7,53,65,54,6,2,0,26,84,129,118,95,7.0,19.0,41.0,29.0,35.0,5.0,32.0,45.0
2017,North Dakota,4,3,3,0,1,0,1,2,6,8,7,7,0.0,3.0,3.0,2.0,3.0,0.0,2.0,1.0
2017,Ohio,0,53,60,7,1,0,0,27,53,95,105,43,0.0,16.0,37.0,24.0,15.0,1.0,20.0,35.0
2017,Oklahoma,1,11,9,8,3,8,0,14,20,34,25,29,2.0,8.0,9.0,6.0,5.0,3.0,5.0,16.0
2017,Oregon,1,28,7,13,3,5,0,12,24,45,50,19,0.0,4.0,9.0,9.0,11.0,0.0,18.0,18.0
2017,Pennsylvania,0,85,43,22,7,0,0,35,75,117,134,58,0.0,15.0,34.0,28.0,23.0,2.0,31.0,59.0
2017,Rhode Island,0,6,3,3,0,0,0,1,5,8,12,1,0.0,1.0,2.0,1.0,3.0,1.0,2.0,3.0
2017,South Carolina,0,13,46,15,0,0,0,27,32,69,32,69,4.0,5.0,8.0,13.0,16.0,3.0,21.0,31.0
2017,South Dakota,6,3,2,0,1,0,1,1,6,8,6,8,0.0,1.0,2.0,0.0,5.0,0.0,0.0,6.0
2017,Tennessee,0,26,41,27,0,0,0,30,41,83,60,64,5.0,14.0,19.0,19.0,23.0,2.0,14.0,28.0
2017,Texas,0,224,208,578,2,2,1,94,392,717,681,428,34.0,105.0,170.0,196.0,179.0,23.0,179.0,223.0
2017,Utah,1,5,2,15,0,4,0,2,15,14,22,7,3.0,2.0,7.0,4.0,3.0,4.0,5.0,1.0
2017,Vermont,0,2,0,0,0,0,0,1,0,3,2,1,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
2017,Virginia,0,91,47,43,1,0,0,22,90,114,169,35,4.0,18.0,38.0,38.0,27.0,5.0,29.0,45.0
2017,Washington,7,88,40,35,2,16,0,19,88,119,173,34,2.0,20.0,44.0,31.0,30.0,5.0,26.0,49.0
2017,West Virginia,0,5,3,0,0,0,0,8,6,10,7,9,0.0,1.0,1.0,2.0,4.0,0.0,4.0,4.0
2017,Wisconsin,1,19,12,9,0,0,0,8,20,29,36,13,1.0,5.0,6.0,6.0,4.0,1.0,11.0,15.0
2017,Wyoming,0,2,0,0,0,0,0,0,2,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2018,Alabama,0,12,33,19,0,0,0,26,27,63,29,61,5.0,9.0,12.0,18.0,4.0,1.0,14.0,27.0
2018,Alaska,45,11,1,1,0,2,1,2,17,46,14,49,6.0,5.0,18.0,4.0,9.0,8.0,9.0,4.0
2018,Arizona,11,26,14,107,0,4,0,16,63,115,127,51,1.0,25.0,45.0,25.0,11.0,5.0,19.0,47.0
2018,Arkansas,1,8,25,9,0,9,0,24,28,48,24,52,3.0,7.0,14.0,6.0,10.0,4.0,14.0,18.0
2018,California,0,"1,114",90,739,6,19,0,128,819,"1,277","1,735",360,28.0,173.0,257.0,240.0,285.0,37.0,372.0,704.0
2018,Colorado,0,29,4,23,1,0,0,7,35,29,50,14,0.0,5.0,13.0,10.0,10.0,0.0,9.0,17.0
2018,Connecticut,0,12,6,20,0,0,0,13,13,38,38,13,2.0,8.0,11.0,6.0,6.0,1.0,7.0,10.0
2018,Delaware,0,2,5,12,0,0,0,2,5,16,13,8,0.0,4.0,2.0,4.0,4.0,1.0,3.0,3.0
2018,District of Columbia,0,2,28,2,0,0,0,4,11,25,28,8,0.0,1.0,7.0,6.0,8.0,0.0,8.0,6.0
2018,Florida,1,83,186,195,3,0,0,123,228,363,356,235,8.0,53.0,89.0,96.0,89.0,17.0,103.0,136.0
2018,Georgia,0,71,101,59,1,0,1,37,92,177,142,127,6.0,20.0,57.0,44.0,28.0,10.0,34.0,71.0
2018,Hawaii,0,90,0,2,1,24,0,3,46,74,105,15,2.0,8.0,11.0,11.0,12.0,2.0,27.0,47.0
2018,Idaho,0,3,4,7,0,0,0,1,8,7,15,0,0.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0
2018,Illinois,1,124,62,96,0,0,1,35,136,183,241,78,14.0,30.0,48.0,44.0,40.0,3.0,53.0,87.0
2018,Indiana,0,33,28,18,1,0,0,36,49,67,66,50,5.0,19.0,22.0,17.0,7.0,2.0,21.0,23.0
2018,Iowa,0,18,13,6,1,3,0,8,30,19,40,9,3.0,5.0,13.0,6.0,9.0,2.0,6.0,5.0
2018,Kansas,1,10,5,7,0,0,0,5,9,19,21,7,0.0,3.0,4.0,9.0,6.0,0.0,1.0,5.0
2018,Kentucky,0,12,16,14,2,1,0,19,19,45,36,28,4.0,7.0,9.0,11.0,10.0,0.0,7.0,16.0
2018,Louisiana,0,19,39,15,0,0,0,32,30,75,36,69,1.0,6.0,18.0,14.0,14.0,0.0,24.0,28.0
2018,Maine,0,2,8,0,0,0,0,4,4,10,8,6,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0
2018,Maryland,0,60,88,48,2,1,0,9,99,108,170,37,4.0,21.0,36.0,35.0,35.0,4.0,27.0,46.0
2018,Massachusetts,0,92,49,28,1,0,1,29,87,112,172,28,4.0,18.0,34.0,38.0,25.0,3.0,27.0,51.0
2018,Michigan,0,35,35,16,0,0,0,22,52,56,62,46,3.0,16.0,21.0,13.0,14.0,5.0,11.0,25.0
2018,Minnesota,0,52,97,10,1,0,0,12,84,88,142,30,3.0,29.0,48.0,26.0,12.0,9.0,14.0,31.0
2018,Mississippi,2,7,48,7,0,0,0,16,31,49,10,70,1.0,5.0,7.0,11.0,15.0,3.0,16.0,22.0
2018,Missouri,0,26,18,8,1,6,1,20,32,48,43,37,5.0,2.0,16.0,13.0,13.0,0.0,10.0,21.0
2018,Montana,3,0,0,1,0,0,0,1,1,4,0,5,0.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0
2018,Nebraska,0,11,5,7,0,0,1,3,13,14,23,4,0.0,5.0,7.0,7.0,1.0,1.0,2.0,4.0
2018,Nevada,0,34,6,20,2,0,0,7,25,44,54,15,4.0,5.0,10.0,9.0,11.0,1.0,13.0,16.0
2018,New Hampshire,0,6,2,2,0,0,0,2,5,7,10,2,0.0,0.0,2.0,2.0,3.0,0.0,1.0,4.0
2018,New Jersey,0,143,44,86,0,0,0,17,116,174,248,42,5.0,28.0,52.0,43.0,33.0,8.0,44.0,77.0
2018,New Mexico,5,4,2,26,0,0,0,2,15,24,28,11,1.0,3.0,4.0,2.0,14.0,0.0,4.0,11.0
2018,New York,1,331,126,197,8,1,17,63,280,464,609,135,7.0,77.0,127.0,105.0,101.0,8.0,120.0,199.0
2018,North Carolina,10,47,65,45,3,1,0,25,63,133,99,97,4.0,16.0,27.0,33.0,34.0,1.0,33.0,48.0
2018,North Dakota,1,6,4,0,0,0,0,2,5,8,9,4,1.0,1.0,2.0,2.0,2.0,0.0,4.0,1.0
2018,Ohio,2,73,54,17,0,1,0,31,70,108,129,49,2.0,20.0,44.0,30.0,17.0,5.0,26.0,34.0
2018,Oklahoma,7,13,2,13,14,10,0,15,27,47,39,35,2.0,8.0,7.0,13.0,16.0,3.0,12.0,13.0
2018,Oregon,1,28,6,16,3,11,0,16,34,47,52,29,5.0,4.0,19.0,17.0,10.0,5.0,11.0,10.0
2018,Pennsylvania,0,85,47,42,6,1,0,31,90,122,158,54,0.0,11.0,44.0,32.0,25.0,4.0,36.0,60.0
2018,Rhode Island,0,5,4,7,0,0,0,3,10,9,16,3,0.0,0.0,4.0,2.0,6.0,0.0,1.0,6.0
2018,South Carolina,0,7,51,11,0,1,0,16,30,56,17,69,2.0,8.0,8.0,12.0,16.0,1.0,20.0,19.0
2018,South Dakota,4,0,3,1,1,0,0,3,7,5,4,8,0.0,1.0,2.0,2.0,0.0,0.0,3.0,4.0
2018,Tennessee,0,31,50,22,0,0,0,36,57,82,65,74,4.0,11.0,29.0,19.0,20.0,2.0,20.0,34.0
2018,Texas,1,222,222,562,2,1,0,104,376,738,693,421,26.0,136.0,156.0,167.0,184.0,26.0,191.0,228.0
2018,Utah,2,6,2,5,0,1,0,2,9,9,13,5,0.0,2.0,2.0,5.0,3.0,0.0,3.0,3.0
2018,Vermont,0,2,2,0,0,0,1,0,2,3,5,0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0
2018,Virginia,0,86,58,35,0,1,0,24,83,121,167,37,3.0,17.0,39.0,31.0,28.0,5.0,34.0,47.0
2018,Washington,2,96,30,29,1,14,1,17,82,108,157,33,7.0,25.0,34.0,23.0,24.0,0.0,21.0,56.0
2018,West Virginia,0,1,1,0,0,0,0,4,1,5,1,5,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0
2018,Wisconsin,1,22,7,9,0,0,0,10,19,30,33,16,2.0,7.0,8.0,7.0,9.0,0.0,5.0,11.0
2018,Wyoming,1,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2019,Alabama,0,15,31,20,0,0,0,21,32,55,40,47,1.0,7.0,14.0,20.0,9.0,0.0,16.0,20.0
2019,Alaska,42,12,1,2,0,1,0,0,18,40,15,43,5.0,8.0,8.0,7.0,10.0,3.0,8.0,9.0
2019,Arizona,11,32,12,111,0,2,0,15,64,119,126,57,12.0,24.0,30.0,32.0,15.0,1.0,21.0,48.0
2019,Arkansas,0,7,17,11,0,8,0,21,15,49,20,44,5.0,4.0,10.0,8.0,8.0,4.0,11.0,14.0
2019,California,1,"1,055",91,820,2,11,0,130,829,"1,281","1,729",375,29.0,163.0,256.0,244.0,271.0,26.0,361.0,760.0
2019,Colorado,1,24,13,19,1,0,0,8,38,28,55,11,4.0,9.0,8.0,9.0,9.0,2.0,8.0,17.0
2019,Connecticut,0,25,12,22,0,0,0,8,30,37,56,11,0.0,8.0,11.0,8.0,7.0,1.0,11.0,21.0
2019,Delaware,0,0,1,8,0,0,0,10,11,8,9,10,3.0,2.0,5.0,1.0,3.0,0.0,4.0,1.0
2019,District of Columbia,0,5,14,4,0,0,0,1,12,12,17,7,0.0,3.0,5.0,5.0,2.0,0.0,6.0,3.0
2019,Florida,0,75,199,181,1,1,0,101,196,362,354,204,9.0,60.0,78.0,86.0,86.0,12.0,104.0,123.0
2019,Georgia,1,73,132,61,2,0,1,32,113,189,165,136,13.0,32.0,55.0,40.0,40.0,7.0,58.0,57.0
2019,Hawaii,0,63,1,1,2,29,0,3,39,60,85,14,3.0,10.0,12.0,6.0,13.0,1.0,18.0,36.0
2019,Idaho,0,1,2,2,0,0,0,2,4,3,6,1,0.0,2.0,2.0,0.0,1.0,0.0,0.0,2.0
2019,Illinois,0,155,67,67,0,0,0,37,136,190,239,87,10.0,20.0,48.0,37.0,48.0,8.0,65.0,90.0
2019,Indiana,0,36,33,17,1,1,0,20,42,66,67,41,1.0,13.0,28.0,17.0,12.0,1.0,17.0,19.0
2019,Iowa,0,13,23,8,0,4,0,4,24,28,46,6,1.0,5.0,13.0,12.0,7.0,2.0,5.0,7.0
2019,Kansas,0,13,6,8,0,1,0,9,24,13,25,12,1.0,7.0,8.0,2.0,4.0,1.0,4.0,10.0
2019,Kentucky,0,19,23,10,0,0,0,13,24,41,44,21,1.0,5.0,18.0,9.0,13.0,0.0,4.0,15.0
2019,Louisiana,0,15,41,15,0,0,0,17,40,48,33,55,5.0,7.0,11.0,16.0,11.0,1.0,16.0,21.0
2019,Maine,0,2,13,0,0,0,0,3,7,11,13,5,0.0,3.0,4.0,3.0,6.0,0.0,2.0,0.0
2019,Maryland,0,75,86,37,2,0,0,9,99,110,167,42,2.0,15.0,43.0,36.0,28.0,5.0,24.0,56.0
2019,Massachusetts,0,90,37,22,4,0,1,24,85,93,149,29,3.0,22.0,34.0,23.0,19.0,2.0,27.0,48.0
2019,Michigan,1,48,34,11,1,1,0,35,51,80,72,59,5.0,16.0,16.0,15.0,17.0,3.0,26.0,33.0
2019,Minnesota,0,54,72,11,0,0,0,11,68,80,130,18,3.0,24.0,40.0,20.0,13.0,4.0,20.0,24.0
2019,Mississippi,0,7,29,8,1,0,0,12,16,41,16,41,4.0,9.0,7.0,5.0,11.0,1.0,7.0,13.0
2019,Missouri,0,19,23,7,0,1,2,18,36,34,39,31,0.0,12.0,9.0,10.0,7.0,2.0,9.0,21.0
2019,Montana,0,1,0,1,0,0,0,0,0,2,2,0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
2019,Nebraska,0,8,3,4,0,0,0,2,5,12,12,5,0.0,3.0,5.0,1.0,1.0,2.0,4.0,1.0
2019,Nevada,1,30,5,9,0,0,0,8,23,30,41,12,0.0,5.0,9.0,3.0,10.0,0.0,9.0,17.0
2019,New Hampshire,0,6,0,0,0,0,0,0,4,2,6,0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
2019,New Jersey,0,141,59,91,0,0,0,18,126,183,260,49,7.0,29.0,52.0,52.0,51.0,4.0,50.0,64.0
2019,New Mexico,2,4,2,33,0,0,0,0,22,19,27,14,0.0,3.0,7.0,4.0,3.0,0.0,7.0,17.0
2019,New York,0,309,125,197,18,1,23,73,307,439,630,116,11.0,56.0,118.0,100.0,93.0,6.0,133.0,229.0
2019,North Carolina,12,33,64,52,5,2,0,17,75,110,97,88,4.0,13.0,30.0,35.0,31.0,2.0,35.0,35.0
2019,North Dakota,2,6,5,0,0,0,2,3,5,13,13,5,0.0,1.0,5.0,4.0,2.0,0.0,2.0,4.0
2019,Ohio,0,52,50,21,0,0,0,26,62,87,96,48,2.0,13.0,35.0,16.0,23.0,5.0,19.0,36.0
2019,Oklahoma,2,15,4,13,15,7,0,17,31,42,40,33,3.0,14.0,7.0,5.0,11.0,0.0,13.0,20.0
2019,Oregon,1,33,2,10,0,13,0,11,40,30,56,14,1.0,11.0,9.0,9.0,12.0,4.0,7.0,17.0
2019,Pennsylvania,0,105,42,18,5,0,0,28,90,108,150,48,2.0,17.0,21.0,28.0,24.0,3.0,34.0,69.0
2019,Rhode Island,0,7,3,4,0,0,0,0,8,6,12,2,0.0,0.0,2.0,4.0,2.0,0.0,2.0,4.0
2019,South Carolina,0,11,36,19,0,0,0,14,31,49,29,51,1.0,5.0,12.0,10.0,10.0,1.0,22.0,19.0
2019,South Dakota,1,3,8,0,1,0,0,3,6,10,12,4,0.0,2.0,6.0,5.0,0.0,0.0,1.0,2.0
2019,Tennessee,0,16,41,33,0,0,0,39,43,86,57,72,5.0,8.0,25.0,16.0,20.0,2.0,21.0,32.0
2019,Texas,0,230,192,605,2,9,0,116,411,743,721,433,43.0,131.0,183.0,173.0,176.0,26.0,177.0,245.0
2019,Utah,0,5,3,12,0,2,0,5,13,14,18,9,2.0,5.0,3.0,6.0,2.0,1.0,3.0,5.0
2019,Vermont,0,0,1,0,0,0,1,2,2,2,3,1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
2019,Virginia,0,82,52,43,1,0,0,13,79,112,149,42,8.0,14.0,38.0,27.0,29.0,4.0,25.0,46.0
2019,Washington,3,108,37,31,0,11,2,29,87,134,181,40,6.0,22.0,49.0,33.0,35.0,3.0,16.0,57.0
2019,West Virginia,0,1,0,1,0,0,0,7,3,6,1,8,0.0,1.0,0.0,0.0,1.0,0.0,4.0,3.0
2019,Wisconsin,0,25,3,10,1,0,0,12,16,35,37,14,0.0,5.0,9.0,6.0,7.0,0.0,7.0,17.0
2019,Wyoming,0,0,1,0,0,0,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2020 (COVID-19 Pandemic),Alabama,0,10,34,12,1,0,0,15,21,51,25,47,3.0,4.0,14.0,12.0,5.0,1.0,14.0,19.0
2020 (COVID-19 Pandemic),Alaska,41,10,0,2,0,2,0,3,13,45,14,44,3.0,7.0,8.0,8.0,4.0,8.0,10.0,10.0
2020 (COVID-19 Pandemic),Arizona,10,29,7,79,0,2,0,9,55,81,92,44,4.0,12.0,15.0,21.0,21.0,4.0,24.0,35.0
2020 (COVID-19 Pandemic),Arkansas,0,6,14,10,0,8,0,21,18,41,21,38,3.0,3.0,7.0,9.0,5.0,3.0,14.0,15.0
2020 (COVID-19 Pandemic),California,1,883,86,612,4,10,0,108,696,"1,008","1,421",275,23.0,135.0,204.0,178.0,210.0,24.0,329.0,601.0
2020 (COVID-19 Pandemic),Colorado,1,19,7,21,0,0,0,4,20,32,40,11,2.0,6.0,8.0,7.0,7.0,3.0,7.0,12.0
2020 (COVID-19 Pandemic),Connecticut,0,20,8,14,0,0,0,12,27,27,44,10,1.0,8.0,13.0,11.0,5.0,1.0,4.0,11.0
2020 (COVID-19 Pandemic),Delaware,0,4,6,4,0,0,0,3,9,8,10,7,0.0,2.0,5.0,4.0,0.0,1.0,3.0,2.0
2020 (COVID-19 Pandemic),District of Columbia,0,0,15,4,0,0,0,0,13,6,17,2,0.0,1.0,3.0,7.0,3.0,0.0,4.0,1.0
2020 (COVID-19 Pandemic),Florida,0,73,117,148,1,0,0,73,150,262,269,143,12.0,28.0,73.0,68.0,52.0,1.0,77.0,101.0
2020 (COVID-19 Pandemic),Georgia,0,49,95,47,0,1,0,28,66,154,123,97,7.0,18.0,41.0,47.0,29.0,3.0,40.0,35.0
2020 (COVID-19 Pandemic),Hawaii,0,62,0,1,0,26,0,3,32,60,75,17,3.0,10.0,7.0,6.0,14.0,1.0,21.0,30.0
2020 (COVID-19 Pandemic),Idaho,0,0,0,5,0,0,1,2,3,5,4,4,0.0,0.0,0.0,2.0,0.0,1.0,3.0,2.0
2020 (COVID-19 Pandemic),Illinois,0,93,35,75,0,0,0,13,83,133,164,52,3.0,9.0,29.0,31.0,30.0,6.0,39.0,69.0
2020 (COVID-19 Pandemic),Indiana,0,33,28,10,1,0,0,20,32,60,53,39,5.0,15.0,10.0,17.0,11.0,4.0,14.0,16.0
2020 (COVID-19 Pandemic),Iowa,0,11,13,3,1,3,0,8,17,22,26,13,3.0,6.0,7.0,9.0,3.0,2.0,6.0,3.0
2020 (COVID-19 Pandemic),Kansas,0,12,7,9,0,4,0,5,17,20,27,10,1.0,6.0,4.0,3.0,7.0,1.0,5.0,10.0
2020 (COVID-19 Pandemic),Kentucky,0,16,16,9,1,0,0,24,21,45,35,31,5.0,9.0,7.0,8.0,10.0,3.0,9.0,15.0
2020 (COVID-19 Pandemic),Louisiana,0,14,55,12,0,0,0,18,33,66,28,71,5.0,9.0,12.0,11.0,13.0,6.0,25.0,18.0
2020 (COVID-19 Pandemic),Maine,0,6,5,1,0,0,0,5,8,9,11,6,0.0,1.0,5.0,2.0,3.0,0.0,3.0,3.0
2020 (COVID-19 Pandemic),Maryland,0,51,58,33,2,0,0,5,70,79,120,29,5.0,16.0,31.0,21.0,21.0,6.0,19.0,30.0
2020 (COVID-19 Pandemic),Massachusetts,0,62,28,31,3,0,1,17,80,62,125,17,0.0,24.0,19.0,19.0,22.0,3.0,15.0,40.0
2020 (COVID-19 Pandemic),Michigan,0,31,35,15,0,0,0,20,42,59,52,49,5.0,9.0,15.0,15.0,12.0,5.0,18.0,22.0
2020 (COVID-19 Pandemic),Minnesota,0,46,52,12,0,1,0,6,65,51,105,12,3.0,20.0,24.0,16.0,13.0,2.0,12.0,27.0
2020 (COVID-19 Pandemic),Mississippi,0,7,26,1,0,0,0,9,18,25,11,32,2.0,0.0,7.0,9.0,5.0,0.0,10.0,10.0
2020 (COVID-19 Pandemic),Missouri,0,26,17,12,0,2,2,20,31,48,46,33,2.0,7.0,10.0,18.0,10.0,0.0,11.0,21.0
2020 (COVID-19 Pandemic),Montana,1,0,1,0,0,0,0,2,4,0,1,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0
2020 (COVID-19 Pandemic),Nebraska,0,8,15,6,1,0,1,2,14,19,21,12,1.0,6.0,7.0,8.0,5.0,1.0,3.0,2.0
2020 (COVID-19 Pandemic),Nevada,0,23,11,14,0,1,0,8,27,30,41,16,2.0,4.0,4.0,8.0,6.0,1.0,12.0,20.0
2020 (COVID-19 Pandemic),New Hampshire,0,5,2,5,0,0,0,0,3,9,11,1,0.0,4.0,2.0,1.0,3.0,0.0,1.0,1.0
2020 (COVID-19 Pandemic),New Jersey,0,100,50,71,0,1,1,22,96,149,202,43,4.0,21.0,45.0,43.0,31.0,7.0,38.0,56.0
2020 (COVID-19 Pandemic),New Mexico,3,2,0,23,0,0,0,1,9,20,19,10,1.0,1.0,1.0,4.0,4.0,0.0,1.0,17.0
2020 (COVID-19 Pandemic),New York,0,269,102,159,11,1,13,50,231,374,507,89,4.0,64.0,99.0,87.0,77.0,7.0,91.0,176.0
2020 (COVID-19 Pandemic),North Carolina,3,35,52,44,5,0,0,20,67,92,89,70,5.0,24.0,26.0,17.0,30.0,4.0,24.0,29.0
